Gene	S00022	S00050	S00472	S00501	S00827	S00830	S00836	S00837	S01453	S01494	S01556	S01563	S01698	S01728	S01792
ACY3	0	0	0	0.724984	0	0.295156	0.500655	0.614712	0	0	0	0.210435	0	0.25979	0
ACYP1	155.954	80.031	61.2184	55.8952	109.251	33.3872	118.76	24.2761	95.1981	66.5831	101.984	39.7437	84.7297	59.4548	91.2444
ACYP2	8.72737	4.85225	4.00037	4.31651	5.52049	5.05629	6.64421	5.04969	19.3086	2.04277	8.95017	9.31329	3.68755	8.94775	4.42699
ADA	0.003232	8.90528	3.99739	12.2226	10.6111	13.0936	7.82338	21.2466	7.86161	13.0054	0.000362	12.195	0	0	0
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0.110363	0	0	0	0.141165	0.029303	0.135024	0	0.008279	0	0	0.008925	0	0	0
ADAL	3.11868	8.43519	0.54182	0.319347	1.40482	0.930284	1.07727	2.44583	2.90008	2.45438	3.17749	2.57801	1.70243	2.10955	1.62416
ADAM10	30.5696	18.075	15.7473	12.0541	30.0753	13.1489	15.6847	33.3973	26.5634	10.2517	13.4455	20.0818	16.6486	13.5764	39.5832
ADAM11	0.384966	0.846995	0.32302	0.113798	0.589034	1.20775	0.221317	0.622066	0.652703	7.36369	0.651621	0.355715	0.784017	0.78216	0.877607
ADAM12	1.38542	2.34112	4.22728	4.76116	2.05394	8.21887	1.54724	5.31381	1.90032	2.36426	1.21995	1.93097	4.17732	2.62877	8.17385
ADAM15	1.29453	5.23914	8.23732	17.6708	1.96895	5.53557	12.275	23.158	3.99712	5.25232	10.7181	7.62694	3.25024	10.545	8.65098
ADAM17	10.2738	13.0714	14.0225	16.9199	13.2428	10.7458	13.9699	15.0748	15.8973	16.8254	9.62388	13.5363	10.1021	13.6445	14.4564
ADAM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19	1.56135	14.5802	9.07643	15.9843	4.16161	17.7655	5.61181	5.6755	3.51958	6.15763	11.2054	5.30071	9.84775	5.79035	7.91826
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10561
ADAM22	2.27077	7.2097	2.8273	2.13574	4.29108	2.46143	1.35429	0.299732	2.87713	0.792311	3.65904	3.61877	0.034082	3.46705	3.81945
ADAM23	1.9615	6.27251	4.28328	2.23733	4.61443	4.61712	6.32123	4.52578	4.92992	1.92807	0.226155	4.30997	1.65262	14.3184	2.26035
ADAM28	0.737502	1.87991	7.14447	10.7427	1.46275	9.90944	11.0071	35.7309	3.12142	0.942684	0.160566	3.41506	2.67303	2.53288	3.17015
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	0.052922	0.384699	0.114076	0.748345	0.073324	0.003916	0.174658	0.189371	0.027348	0.045861	0.087888	0.598203	0.085309	2.00113	0.077095
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	0.81384	1.65268	4.31893	9.59478	7.55945	10.3663	4.60418	8.30324	1.71791	2.3355	0.635646	7.18479	10.4289	3.36593	1.67837
ADAM9	9.2812	13.8915	10.2869	58.4819	16.8593	28.2695	22.3686	29.6655	15.7977	13.2614	12.6615	26.8144	30.0069	30.0677	37.3635
ADAMDEC1	1.11206	4.5674	5.10607	10.2878	5.07739	45.0029	5.23436	10.6856	1.31714	1.22251	0.500116	9.0558	8.47825	1.5662	0
ADAMTS1	3.31786	5.59393	2.9952	3.38591	10.4583	5.69556	5.07189	5.35537	5.19634	1.55942	5.24911	4.17511	5.16661	2.38028	4.88014
ADAMTS10	0.367767	0.371508	0.932435	0.52609	2.22478	1.22893	0.294848	0.658573	2.72125	0.501685	0.329995	0.879892	0.776289	1.05819	0.844384
ADAMTS12	1.29056	1.14575	4.50727	7.43629	2.72851	4.93364	3.21283	3.37238	3.94053	2.35189	0.961149	4.23773	4.54521	5.52795	15.1982
ADAMTS13	0.1924	1.04699	0.131274	0.017356	0.07355	0.085383	0.803904	0.031955	0.097893	0.107246	0	0.077821	0.004274	0.143828	0.063919
ADAMTS14	9.32555	0.887686	2.42116	7.92044	1.25067	1.08001	3.54158	0.343066	0.793106	0.372685	0.728294	11.193	7.55896	1.61858	1.2533
ADAMTS15	0.222191	3.47406	0.910334	13.0402	1.85842	1.38388	1.05205	0.540325	0.701367	0.288884	0	1.0831	4.11558	1.67615	0.528048
ADAMTS16	0.238669	0.278771	0.381617	0.419907	0.427543	1.08583	2.14243	0.573194	0.246256	0	0.149029	0.578337	0.563738	13.4489	0.141589
ADAMTS17	3.75085	0.585194	0.643447	0.104181	2.63238	0.205992	1.07525	1.82941	0.090812	0.374128	0.392158	0.812218	1.27427	0.212563	0.685603
ADAMTS18	7.3906	17.2938	1.83836	0.132524	8.21097	1.43465	20.4429	2.8952	13.0401	0.749546	6.61485	2.92581	0.719418	10.1389	10.3637
ADAMTS19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	2.62299	7.70872	9.95249	13.017	10.1527	13.8282	4.99076	5.81119	6.42788	3.38903	3.38622	11.4455	10.6662	6.82172	21.4714
ADAMTS3	0.086854	0.153449	0.120606	0.219724	0.239246	0.30641	0.157403	0.172985	0.104795	0.07668	0.571468	0.208713	0.20093	0.155205	0.475658
ADAMTS4	2.66923	2.39933	5.04599	3.88504	4.04159	9.27932	6.18813	6.02815	5.44303	7.01786	6.33026	3.41144	7.53271	3.80177	5.94466
ADAMTS5	0.40542	0.88888	0.439335	0.694265	2.28106	1.57716	0.412284	1.10819	0.876423	0.501041	1.73978	0.282172	0.391622	0.29769	0.657488
ADAMTS6	0.476118	0.393736	0.241465	0.236846	0.306429	0.18491	0.133385	0.283787	0.222964	0.050891	0.222295	0.346215	0.212725	0.366871	0.710855
ADAMTS7	0.627297	1.1002	1.82259	1.10272	2.45716	4.0358	0.35644	1.6552	1.26748	1.40824	0.733448	3.44851	2.3256	1.34102	4.90067
ADAMTS8	0.110867	1.12791	0.627453	0.341103	0.22572	0.354957	0.654279	1.51618	0.262709	1.59186	0.812089	4.65027	0.348101	1.10652	0.40879
ADAMTS9	1.035	1.08616	0.954987	0.743115	1.22138	2.05476	1.06396	1.4518	1.92618	6.0203	1.87915	0.9398	1.13789	0.835344	3.601
ADAMTSL1	0.025097	6.30E-05	0.077231	0.004065	0.008468	0.004055	0.470034	0	0.246029	0.071169	0	0.082453	0.405065	0.012085	0.000108
ADAMTSL2	0.020018	0.002469	0.003175	0.004002	0.010629	0.008191	0.011823	0.003984	0.00143	0.006601	0.01289	0.005513	0.001123	0.005163	0.009857
ADAMTSL3	1.62299	0.285671	0.343809	0.685092	0.818289	0.987276	0.813255	0.772353	0.493954	1.03699	0.490871	1.18647	0.877971	0.781096	3.45243
ADAMTSL4	0.587141	0.504276	15.2985	1.55849	2.939	3.10889	3.04492	3.35928	2.78171	0.441904	0.09237	3.52015	2.83743	0.551505	1.30763
ADAMTSL5	0	0	0.228656	0.154235	0.152344	0.315452	0.240449	0.143032	0	0.20419	0	0.210241	0.09825	0.32835	0.364838
ADAP1	0.474001	0.614056	0.679912	3.23571	5.974	3.20929	2.09818	2.05345	9.15598	0.662047	7.54815	2.71536	2.03379	8.52067	0.234281
ADAP2	0.976627	1.22836	3.97518	4.52878	3.10557	6.22319	2.51687	4.56914	2.52364	4.65299	0.934546	3.97117	4.35249	2.01948	3.802
ADAR	13.7119	37.0411	18.9201	39.423	14.8799	26.5541	40.1996	48.0044	18.9771	12.7048	7.38136	52.6139	27.7393	38.2196	34.2291
ADARB1	3.89267	4.48004	2.71731	0.921278	1.87699	2.40318	0.859842	0.643738	0.299494	1.69052	0.01321	3.65732	0.50839	1.87449	0.727744
ADARB2	6.82566	1.67523	3.1995	2.56464	1.14383	3.69976	2.71647	0.092276	2.74918	0.475831	1.04087	0.759012	2.38856	4.27119	3.03475
ADAT1	9.43278	16.8077	6.39417	5.37252	5.25089	8.72923	10.2518	7.12454	9.09208	5.27915	6.3679	17.6301	6.54282	18.5913	13.6785
ADAT2	0.631889	0.689834	0.757708	0.432711	1.00976	0.272921	0.763906	1.01245	1.5798	0.91055	4.33665	1.34316	1.38478	0.784745	0.066007
ADAT3	0.985476	1.27052	1.021	1.40222	0.611613	1.20548	0.937791	0.51965	1.52183	2.79458	0.820491	2.29278	4.28714	1.12084	0.642869
ADCK1	1.32551	2.06039	2.95376	2.8451	2.35207	1.92745	3.45471	2.27102	4.21263	6.80959	3.77863	3.56067	3.68518	3.36789	0.008535
ADCK2	13.4311	20.3789	12.8979	10.9505	29.2941	11.3268	11.9964	15.3372	19.4148	25.7395	10.0177	20.6124	9.84654	15.7706	7.09771
ADCK5	8.24695	4.58938	5.31536	5.18306	3.66988	5.07023	2.61958	3.17733	3.62721	28.5382	1.03068	5.34668	4.8688	6.91257	5.97216
ADCY1	23.7884	18.4638	21.8999	14.6026	13.2336	7.39108	10.202	0.324852	45.6844	27.7834	0.7902	13.8128	14.9837	8.82855	18.9181
ADCY10	0	0	0	0	0	0	0	0	0	0.287931	0.046048	0.07879	0	0	0
ADCY3	18.5691	25.5033	17.3289	15.9525	15.7961	9.23741	17.0132	21.8193	24.3794	21.4469	9.67206	16.0716	12.3979	21.0046	17.1386
ADCY4	1.36548	0.807176	0.774216	0.901503	1.28075	1.57091	0.897797	1.43125	0.768168	0.875767	0.902918	2.45919	1.43269	0.885821	3.09337
ADCY5	0.896649	8.09902	9.36361	42.8567	9.97297	8.0582	2.82118	0.563817	15.2967	12.9139	0.32833	5.1254	7.12597	14.8381	6.62825
ADCY6	2.24817	2.82376	7.06257	3.13147	5.925	3.64874	2.7668	5.82019	7.17706	2.79915	4.33463	3.14365	3.48572	9.0564	4.3488
ADCY7	0.157166	1.7945	1.92344	0.260186	2.49273	1.37594	2.44154	6.31639	1.62409	1.31705	0.00435	0.054188	5.35084	1.93429	0.035007
ADCY8	0	0.338191	0.151087	0	0	0	0	0	0	0.818807	0	0.024372	0	0	0
ADCY9	4.79988	5.06137	3.76767	4.13357	3.10237	5.91266	2.29238	4.44942	11.6623	7.22668	4.58066	7.26526	3.66681	5.86303	7.09554
ADCYAP1	10.633	32.3071	24.2395	75.1699	55.2335	70.4932	10.0841	0.503776	17.0493	0.388014	0.189942	6.42128	138.544	11.3819	223.476
ADCYAP1R1	0.040972	0.580031	0	0	0.043618	0.098211	0.0332	0.076546	0.070683	0.834386	0.296504	0.040967	0	0	0
ADD1	50.3984	52.3448	48.9263	24.2147	26.4442	34.0437	29.7311	32.3242	28.5606	32.1143	17.9691	46.2503	22.8851	44.3294	26.2786
ADD2	28.6317	37.4025	17.2582	17.6731	31.3021	10.1942	21.3259	0.39519	54.2267	17.8487	11.95	16.7954	18.7249	22.1864	11.7589
ADD3	14.1036	10.1348	0.033381	2.88086	8.48978	4.42433	14.9614	25.4874	13.4699	20.299	0.214682	17.1097	5.92637	7.57909	9.97616
ADH1B	0.39515	2.07391	2.53064	2.64828	7.12647	0.589456	3.29735	9.23696	5.1359	0.272455	1.06292	18.3749	2.04596	0.655847	0.067258
ADH1C	0	0.781679	1.08185	0.628699	2.11547	0	0.874881	2.22729	1.14176	0	0.855749	6.56471	0.425306	0.335432	0
ADH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH6	0	0	0	0	0	0.331273	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14681
ADI1	83.4686	21.9397	109.265	48.5179	35.6601	37.0595	37.7767	49.6202	41.3309	97.5287	30.2717	71.4911	23.4611	52.0039	17.7159
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	75.5228	69.8467	78.0501	78.6925	61.932	46.0724	65.7941	70.6567	77.396	157.581	54.8631	82.2007	55.1692	87.7857	55.4252
ADIPOR2	29.9815	28.5214	31.9903	37.4007	29.429	21.13	23.0967	29.3204	35.8826	34.4961	16.6062	29.4176	22.2046	19.7164	19.702
ADK	19.0789	7.46504	13.5638	13.1815	12.9967	11.8811	13.5089	6.82117	16.7532	11.8974	17.3938	14.6222	16.4466	19.8508	8.41491
ADM	1.87287	4.79725	14.4546	18.8031	7.28079	7.43047	4.60917	3.75895	13.5252	3.11874	2.26385	6.90654	21.2232	5.59889	12.2124
ADM2	4.56156	1.98236	6.81356	1.71701	5.61633	2.56314	2.87617	1.49449	4.82032	7.98754	1.58443	1.56234	2.07674	1.90446	4.01646
ADNP	22.5937	32.2778	16.9066	17.8035	24.7691	23.3901	14.224	31.3912	34.4417	17.6517	17.2329	34.5892	25.0109	27.3311	23.2447
ADNP2	9.82076	20.7934	22.0098	15.8413	16.7727	13.8341	9.09155	10.4143	14.7052	13.7843	13.3505	13.412	18.2057	19.594	23.6032
ADORA1	11.1935	0.044127	0	0.674488	0.459739	1.18361	0.35168	1.50498	0.504695	6.92635	10.6556	3.1054	0.899465	0.184777	0.99386
ADORA2A	1.81643	0.002746	0.005232	0.003111	0.003389	0.088848	0.007269	0.006155	0.003526	0.00225	0.000328	0.00253	0.104689	0.448611	0.138789
ADORA2B	0.423413	0.330225	0.428064	3.44257	0.440338	1.19013	0.920655	0.732255	0.328556	0.19926	2.76886	0.964761	0.353618	3.66792	0.793976
ADORA3	0.156439	0.280017	0.494424	0.655274	0.281386	0.676276	0.394081	2.24224	0.519837	2.31053	0.195438	2.35914	0.348416	0.311058	0.877264
ADPGK	10.1396	16.0301	8.75872	10.1376	16.253	15.4596	14.5169	27.912	13.9852	12.4638	11.5476	16.0384	14.1977	12.1415	11.6506
ADPRH	1.17415	1.25361	1.38894	2.97862	2.4868	4.3122	2.07546	7.43307	1.3735	16.7882	1.98363	4.62894	3.20281	4.66847	2.52712
ADPRHL1	8.59065	35.1388	0.028207	0.9662	21.5335	2.22655	0.430233	0.005753	1.20749	0.262559	2.13765	4.09756	7.18519	5.06742	0.453217
ADPRHL2	56.3918	26.4304	27.9192	16.7002	18.0218	23.8743	33.7367	15.2788	25.9003	29.0193	17.4102	31.4472	31.1782	26.8151	33.5435
ADRA1A	0	0.088112	0	0	0.033145	0	0	0	0	0	0.084464	0.06426	0	0	0
ADRA1B	2.12527	2.28958	0.606127	0	0.222355	0	0.321432	0.271543	0.456053	0.387476	0.349447	0.48475	0.125039	0.928508	1.31642
ADRA1D	0.147874	1.25626	0.563429	0	0.118168	0.184818	0.269086	0.118435	0	0.200675	0	0.684204	0.312175	24.4158	0.40543
ADRA2A	1.03474	1.07145	0.586793	5.51966	0.177301	3.69752	0.532932	2.38766	0.181315	10.1589	0.434189	0.810791	0.560133	22.9768	6.20389
ADRB1	0.226081	0.329679	0.397566	0.117744	1.89028	0	0.516801	0.512344	0	0	1.80536	0.537525	0.217481	0.345572	0.47263
ADRB2	0.562831	1.10841	0.322169	1.1075	0.806465	1.07517	1.09749	4.66703	0.61208	0.267305	0	2.80456	1.07445	1.03512	1.23513
ADRB3	0	0	0	0	0	0	0	0.147712	0	0	0	0	0	0	0
ADRM1	59.5809	67.3231	12.4893	31.9058	67.676	37.401	46.2551	91.4629	30.3371	78.4545	103.619	32.292	47.5082	56.0422	51.0313
ADSL	39.8054	16.1779	33.3519	31.6217	30.261	22.2309	30.3192	31.0757	34.966	95.6299	72.1676	31.0518	33.3558	25.7156	33.6142
AEBP1	9.83107	36.9737	105.008	69.4906	74.5288	115.011	35.4637	62.5264	57.556	36.3244	18.0284	70.5669	74.9543	127.305	68.4788
AEN	7.09883	9.04854	8.33824	5.65695	12.7173	5.45575	6.7952	8.42451	6.60015	30.9915	10.6529	10.5026	8.44118	6.91227	5.7609
AFAP1L1	8.43999	3.60617	1.3707	1.94382	1.37159	1.61087	1.69716	0.412643	0.882851	3.54781	1.35461	0.690434	0.689076	1.09424	2.3922
AFAP1L2	0.75944	0.071816	0.759386	1.63797	0.110019	0.090588	0.041047	0.842364	0.4807	0.593	0.211618	1.2072	0.187087	1.48796	9.74383
AFF1	2.53316	0.098149	0.995389	0.570804	4.88813	2.51725	0.058079	0.063744	1.51063	1.04097	0.221643	0.126835	0.037119	0.826635	0.186457
AFF2	0.073004	0.005785	0.012384	0.001991	0.007518	0.012422	0.006065	0.015041	0.002036	0.002135	0.00896	0.006857	0.007258	0.010716	0.068478
AFF3	0.878048	0.214316	0.091738	0.138961	8.61678	0.614686	0.705087	2.46821	5.18962	0.559863	0.309652	0.648606	0.629687	0.115026	0.083347
AFF4	26.7747	32.6385	31.5006	22.5817	18.174	13.8068	29.544	15.73	17.5278	14.122	8.71522	11.3667	16.86	14.7056	18.7123
AFG3L2	32.4131	47.9386	35.3827	31.9302	26.8511	26.5099	25.1011	21.6087	23.8326	30.2455	40.2681	24.255	34.071	27.1922	34.8651
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	0.134858	0.089386	0.263485	1.90943	0.063949	0.895977	2.60393	1.89859	1.3303	1.09093	8.79807	0.888093	1.73238	0.132608	0.25285
AFP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	14.5567	12.0569	8.48447	16.2306	12.7309	12.4912	8.97299	20.8057	19.5219	8.36839	8.04169	10.6083	10.6707	17.4966	10.7265
AGA	3.39016	6.69433	2.96739	9.2087	5.64922	15.3299	7.75882	16.2539	6.96537	7.61206	3.15921	8.26646	5.16812	10.0459	11.9206
AGAP1	3.064	3.67751	10.8339	0.612534	18.2118	6.06649	8.19533	2.20455	0.836647	16.4719	2.74192	9.23228	4.91138	4.08221	6.41662
AGAP2	0.988134	1.16548	1.52204	2.2016	2.57742	3.80482	2.62052	2.89342	0.929223	1.03258	0.382662	2.36018	2.2456	1.28487	0.982772
AGAP3	0.651909	0.371667	0.22042	0.584695	0.154346	0.313486	0.191264	1.51292	0.079939	0.051991	5.01403	0.609994	0.707895	4.52466	3.0975
AGAP4	0.198501	0.169555	0.324948	0.011102	0.558197	0.256001	0.823623	0.140139	0.755272	0.0163	0.82261	0.166049	0.278282	0.077778	1.25189
AGBL2	0.347733	0.243169	0.222141	0.106212	0.068297	0.137164	0.531476	0.693064	0.175127	0	0.050151	0.275757	0.322601	0.375366	0.435604
AGBL5	12.3261	21.1078	9.22121	8.32742	12.7432	12.9476	17.2079	8.21095	9.13815	8.73037	16.0794	12.8014	8.53527	18.2201	10.0956
AGER	0.762985	0.204138	1.43431	2.83797	0.012651	0.963545	4.91296	15.5411	0.714009	0.551001	0.172248	47.2843	1.5213	3.63071	1.67017
AGFG1	11.9821	13.5405	12.4812	9.11406	12.8903	10.2644	13.458	12.9025	7.60818	5.67395	5.34217	9.25549	6.28649	11.7702	11.8097
AGFG2	3.25825	2.91846	5.80263	3.18684	4.86678	2.59329	3.73923	2.84581	4.18081	1.65799	1.89867	3.84402	2.90417	3.45358	3.74705
AGGF1	16.7268	17.6197	13.5704	13.909	9.44843	8.11881	14.2923	9.14255	9.11126	8.8677	6.902	15.5733	10.2372	10.0192	12.7638
AGK	12.0493	12.9028	9.77173	8.42069	18.5183	7.68619	11.4464	7.63421	12.9745	15.6173	9.3837	11.8432	8.99605	11.0056	9.86306
AGL	5.96632	4.26782	2.45416	2.118	1.90258	4.74795	6.79193	6.49069	6.77324	21.2934	5.34503	5.59381	4.27032	1.82584	3.74238
AGMAT	0.710525	0.413698	0.784709	1.71238	1.32871	2.11795	0.836941	3.22883	0.956741	2.30785	1.00518	1.14839	1.93812	2.35542	1.31054
AGPAT1	33.0692	59.802	118.198	22.2365	59.635	44.4602	68.0338	27.7332	59.0648	25.2088	34.9421	83.1594	50.4691	52.7022	45.545
AGPAT2	4.1698	24.0778	36.9093	43.0775	25.5449	16.3177	14.1565	17.1441	24.8695	11.0206	32.814	24.1651	21.8292	30.0517	33.2638
AGPAT3	11.0281	9.36686	12.0974	11.0112	3.82916	6.57162	6.52181	7.57308	11.2676	14.1583	5.46406	13.4705	7.63434	10.9658	9.897
AGPAT4	6.00375	5.95005	4.62368	1.35432	6.5501	6.53217	4.97998	2.42866	3.26929	0.280671	0.088437	4.08329	2.67078	4.11644	2.63694
AGPAT5	21.7058	45.0054	14.0311	14.6077	28.3068	15.293	34.9332	16.0168	18.2721	7.64317	26.7382	25.2902	19.3798	46.4157	60.6876
AGPS	21.3395	24.1599	14.7062	14.4186	25.6247	14.8152	16.7721	26.7062	15.0827	21.7837	16.6008	13.0649	11.0501	18.3763	21.6248
AGR2	2.09235	2.4094	7.26713	2.60087	53.8303	0.254828	25.1462	3.32629	9.09449	0	0	9.16153	3.5288	15.1014	3.28544
AGR3	0	0	2.77258	3.09622	6.0224	0	9.74045	6.72853	0.353263	0	0	5.23108	3.08405	25.1478	0.350512
AGRN	6.00039	7.06673	13.6291	20.0554	8.207	9.19843	13.8928	29.8971	7.57893	9.63851	20.5442	11.3583	7.48356	34.6683	33.9282
AGRP	0	0	0	0	0	0	0	0.181437	0	0	0	0	0	2.20898	0
AGT	1.04196	12.082	27.4998	43.7878	5.82632	20.5082	0.733382	0.442455	5.81884	0.698325	2.87626	2.05287	80.8035	1.10949	22.5884
AGTPBP1	2.78622	5.66587	0.857677	3.08089	2.36606	1.67213	8.65981	1.69993	0.223765	0.196734	0.303276	0.313239	2.15577	0.786506	0.304116
AGTR1	0	0	0	0.119074	0	0	0	0.115669	0	0	0.022303	0.486704	0	0	0.02436
AGTR2	0	0	0	0.171899	0	0	0.337223	2.18113	0	0	0	3.82986	0.223458	0.444575	0
AGTRAP	10.5617	5.3933	17.9265	17.357	3.02108	16.9746	9.33629	19.0639	7.32918	16.612	20.4596	15.8598	14.2281	18.5584	9.98754
AGXT	0.223524	0.358181	12.4167	1.06274	6.07837	0	0	0	0	0	0	0	0.906166	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCY	79.5956	75.2002	91.3065	73.3653	162.109	47.2169	93.8037	91.2815	65.7758	249.694	140.453	85.8156	100.262	80.0463	66.973
AHCYL1	29.3109	52.0893	39.206	52.8508	43.2069	33.3051	43.8791	36.5556	86.1432	70.8104	46.465	39.2371	46.1123	43.3485	63.3157
AHCYL2	4.9333	4.85817	2.99777	4.98629	2.24764	2.87914	6.35432	8.22746	3.49263	9.67871	2.50564	7.3449	5.45828	8.67767	4.0427
AHDC1	31.6587	25.8198	28.0117	5.5731	9.55017	9.61506	7.762	2.87226	9.40978	4.82338	7.7462	8.69117	12.3029	15.5841	17.4583
AHNAK	3.3303	4.62835	6.37742	10.6109	11.4327	14.6154	8.28482	53.1683	8.79274	2.75676	6.2031	17.4708	8.85643	9.61145	17.39
AHSA1	95.5102	54.5603	92.0737	64.2355	102.666	92.8534	121.543	70.6518	99.0075	126.838	122.433	79.05	75.3783	91.9637	81.1165
AHSG	0.853663	14.332	0	0	0.48338	1.18895	0	0.768888	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0.40981	0	0.140932	0	0	0	0	0.130244	0	0
AIDA	16.3462	14.3069	17.074	14.5178	11.8796	12.0695	15.3082	15.2674	16.9866	8.86064	17.5075	16.2995	13.4163	16.615	24.2769
AIF1	2.77961	7.03252	11.8376	27.9561	14.3471	43.8544	15.5823	37.6078	5.87706	6.72009	6.19638	37.245	26.9901	9.93008	10.4297
AIF1L	11.7248	25.2139	0.321337	10.3497	31.0939	19.3207	12.9346	5.4027	15.3504	10.7422	3.97288	7.93729	8.91558	7.77793	11.529
AIFM1	13.2921	15.7265	13.6579	25.4785	15.4062	11.6692	11.8277	20.2133	12.9299	51.2757	23.71	13.9473	21.5807	16.2454	15.1244
AIFM2	4.37212	4.18155	10.0611	8.95216	9.66173	4.74213	6.06713	4.1265	10.7476	6.47151	9.55164	8.95824	8.13704	9.42735	7.03967
AIFM3	0.040497	0.069106	0.273128	0.028843	0.067026	0.042919	0.033633	0.034031	0.087417	9.28486	0	0.026533	0.032135	0.088382	0.054195
AIG1	11.8559	11.1164	1.03166	10.7303	11.5245	10.373	17.7026	6.80728	2.16243	4.23085	59.7039	17.8383	6.17012	14.5156	17.5859
AIM2	0	0.009384	0.244258	0.925221	0.777672	2.44885	0.844687	8.4823	0.006621	0	0.331728	0.654851	0.574157	0	0.16283
AIP	48.512	58.6069	67.8312	50.2932	59.5946	46.9163	46.5669	45.4017	50.1157	88.9243	60.2951	48.697	65.0413	88.8367	43.9329
AIPL1	0.280513	0	0	0	0	0	0	0	0	81.2048	0.027275	0	0	0	0
AIRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJAP1	1.17901	0.90896	0	4.99588	0.954246	0.852396	0.211994	0	1.97734	0.884725	0	0.248408	0.569777	3.37139	10.8383
AK1	2.97091	8.72382	8.98278	5.30974	4.23822	5.18042	2.27525	2.81191	8.68604	19.0584	8.06334	8.50643	5.18745	10.9405	12.7928
AK2	37.4475	14.3258	26.0794	21.4828	25.4501	19.4288	24.5986	16.103	16.5615	27.7839	32.4024	21.3529	14.1295	20.1448	22.828
AK3	22.117	51.0661	26.7158	55.1454	19.073	20.4598	29.1578	20.3694	28.5121	21.0966	30.4409	25.3855	51.3353	50.8942	46.3352
AK5	1.16521	0.910899	1.22584	0	8.32576	0.558874	1.30832	24.5923	6.06744	0	0.612515	0	0	0.106517	0.60633
AK7	5.27442	2.98176	2.01472	7.21916	2.04793	2.7872	7.50258	0.292055	5.04736	1.9259	0.615313	3.19525	2.64955	5.38985	5.43246
AKAP1	45.4328	47.287	42.2862	40.8703	30.3492	25.04	31.4686	47.2101	56.5523	19.6003	60.1474	30.0226	35.7159	78.6538	59.5431
AKAP10	1.78666	1.13407	2.33716	7.02153	3.62817	2.33855	5.60711	4.2866	5.56861	6.87268	5.77793	7.82087	3.6563	4.86027	3.01887
AKAP11	13.4848	14.4591	7.03242	13.0324	12.2157	9.20793	8.28468	13.7016	7.52483	9.02147	9.26341	5.57501	9.53787	6.93055	14.3481
AKAP12	2.78479	18.1884	9.90198	6.13452	15.9971	4.18187	2.44674	0.960288	10	3.56728	1.20777	12.6455	9.16879	0.896381	3.59215
AKAP13	8.51976	4.2707	5.40803	3.43937	8.95838	4.08747	6.21371	6.37575	8.53465	7.05981	0.505015	4.67887	2.60972	2.43761	2.13298
AKAP14	0	0	0	0	0	0	0.018964	0	0	0	0	0	0	0.852798	0
AKAP3	0.466769	0.912681	0	0.584799	1.0476	1.81679	1.0381	0.299853	0.178429	0.43786	0.168156	0.450076	0.457298	1.0691	0.330177
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	4.04167	12.7045	2.0542	0.949793	5.17051	2.38762	3.81416	2.04608	5.05228	2.8287	2.33291	3.76929	2.36683	2.98396	3.41205
AKAP6	1.44516	2.50186	0.784915	1.65575	3.18664	2.18942	2.38528	0.489939	1.2694	13.7004	1.82999	1.12752	0.129965	0.812837	1.01505
AKAP7	0	0.358295	0	1.5177	0.651017	0.723434	0.276427	0.2657	0.255137	0.612969	0.046269	1.21054	0.153044	0.419873	0.622963
AKAP8	11.3758	12.1751	13.8537	10.2508	14.1691	9.7186	11.5561	10.8078	11.4196	13.1641	12.6902	11.9719	19.1626	14.0192	13.4652
AKAP9	5.53052	11.0673	8.85564	5.10096	11.088	6.19025	8.76749	7.23619	7.80847	10.1087	5.55378	5.16484	4.15409	7.32833	8.51811
AKIRIN1	45.8616	25.7998	27.1115	16.521	19.8854	19.6347	30.7919	23.9764	32.4159	56.5446	30.236	25.8994	26.1702	28.318	38.0896
AKIRIN2	41.3115	38.6218	38.5873	27.3391	36.3391	43.8271	31.9559	49.6052	44.5164	21.6934	85.0649	55.5284	39.4547	49.5877	64.1302
AKNA	5.23477	4.82107	5.18577	4.54953	10.6438	10.1096	6.12146	8.33418	5.27653	11.6653	2.83804	6.92965	5.02848	3.09216	5.63011
