Gene	length
CEACAM6	16679
FAT2	64853
RBM22	10271
TMED2	14031
ZFAND6	78826
HSD17B2	63282
TXLNG	58088
PPEF1	136991
LAT2	19829
HUWE1	154608
ZW10	40506
ALG9	89387
MYBPC2	33430
NOX4	265205
ACOX3	74444
MTMR2	91328
PPP1R15A	3671
HSD17B14	23474
TRIP6	6068
ACHE	7000
FTL	1571
SRRT	13561
BAX	6924
NLK	153705
PIGS	18138
ADAMTS2	234609
ATXN7L3	6357
PGS1	46011
PSMC5	4589
UIMC1	101790
CETP	21896
MMP2	27862
MT3	1558
LPCAT2	77595
GNAO1	165956
OGFOD1	27551
SH3BP2	48012
NOP14	25471
ADD1	86220
L2HGDH	69796
TXNDC16	121994
NID2	64251
GMCL1	51725
SF3B2	16945
GNAS	71442
DNM1L	66451
PTHLH	14650
PHACTR3	270203
ERGIC2	43821
TFAP2C	9978
AURKA	22949
CASS4	48347
PIR	108791
RFX2	117337
METTL2A	26209
SULT2B1	47252
ALG6	70927
CNOT3	17942
GP6	24560
PTPN4	224978
DDX18	17687
KHSRP	11710
GNA11	29638
ASAP3	55617
EDEM2	31973
DNMT3B	46972
REM1	9608
TPX2	62511
PDRG1	7710
EPB41L1	141386
SLC15A1	68872
DOCK9	293266
ANKRD10	36530
TGDS	22099
DOCK3	709272
C3orf18	13003
COQ9	13792
TMEM40	35928
KIF9	54822
ARHGAP28	186001
CRLS1	34116
DEFB127	1710
PPP1R13B	114381
ATRN	180101
SMOX	38969
SIGLEC1	25631
FKBP1A	24196
NSFL1C	25531
SLC4A11	11769
C20orf194	158362
ZNF343	42706
EBF4	67231
CPXM1	6554
MAVS	29325
F11	23493
XRN2	86495
DYNLL1	28652
TESC	60524
SNX5	27194
RPL6	13647
SIRPG	28628
MAPKAPK5	59995
P2RX7	55157
ESF1	70611
RBBP9	10686
ANAPC5	45965
SLC23A2	157956
KDM2B	152030
LHX5	9839
TASP1	249548
OAS1	26258
RPLP0	4512
PXN	55333
SIRT4	10922
RPH3A	323647
KIF16B	301345
TRMT6	13306
CHGB	13844
PEBP1	9461
TBX5	54513
BRAP	43811
ERP29	10024
NOS1	153661
FUS	14762
IGBP1	32878
FXYD5	15147
ZNF302	8759
GRAMD1A	31743
FXYD3	8502
HEPH	106193
CMTM1	12697
KCNH4	24252
GANAB	21901
GMIP	14182
RBM41	56938
BIRC5	11383
LAG3	5936
MLF2	4925
OTUB2	22591
DDX24	32916
ZBTB25	56108
NECAP1	15608
ARHGAP4	18887
ANKRD24	41461
DHX32	44956
RCOR1	137913
LTBP4	36654
BLVRB	17978
SLC9A1	56317
SPTLC1	84267
PAPOLA	64741
CCNK	31032
PCBP4	10013
RGS1	4252
YPEL3	3900
MRPS33	12343
NDUFB2	9936
NUDC	25129
MAEA	50247
ICAM1	15496
STRN4	26940
IRAK3	65409
LYZ	5854
SI	99599
MUL1	8704
TFAP4	15838
PDCD7	16430
SPG21	26890
FETUB	12743
DNAJB11	15125
THPO	7754
CHRD	10430
FLT3LG	12017
RAB11FIP3	97363
GNPTG	12183
ZNF268	33338
GOLGA3	59476
PABPC4	15975
CD209	7542
MCOLN1	11386
USP48	104852
EFNB1	13168
PDPR	48912
GLG1	159675
KIF4A	130783
TNRC6A	216014
PLEKHG2	15747
DLL3	9523
NAT14	2379
PITPNM2	127010
EXOC1	51439
RBM27	85619
POU4F3	2890
OSBPL8	207975
DTX2	44341
NLRC4	41295
PUS7	65769
LAMB4	106809
NRCAM	309071
LAMB1	79363
SLC26A4	56982
SLC26A3	37755
DLD	30092
WDR7	378421
TXNL1	41384
IL5RA	44051
ABCC6	73907
CMTM6	21541
ITGA6	79124
RAPGEF4	317049
SMPX	52139
FH	22229
SEL1L3	116134
TF	134644
CDV3	16576
MYO15A	71045
ALKBH5	26127
APOH	17383
NLRP1	83114
PITPNM3	105293
SPAG7	8592
ZFHX4	186036
SLC17A6	41123
CPA1	7615
ZC3HC1	33166
ESR1	412779
RGS17	126824
ANGPT2	63614
TMEM101	11964
CD200	30240
CCDC80	36758
CMA1	2913
PSME1	2810
PPP2R3C	37077
HAUS4	10915
JPH4	10753
MYH7	22921
CEBPE	2306
SLC7A8	58366
OSGEP	8412
SLC22A17	6602
RNF31	13787
SCFD1	113575
G2E3	60942
HECTD1	107677
HNRNPC	60344
RPGRIP1	63325
SUPT16H	32544
TOX4	21961
TGM1	14064
TINF2	3035
DAZL	18632
TBL1Y	180998
SEMA6A	131269
TRPM7	129640
TYRO3	24378
WDR76	41411
CAPN3	52818
SNAP23	37756
TBX15	106464
PHGDH	32282
COL9A3	24110
EZR	53621
MYL6	3221
TEKT2	4182
CLSPN	49766
RFFL	57718
UNC13D	17493
MFSD11	42253
DPYSL2	144145
TGFB2	99336
GPATCH2	204099
NUP50	24093
CDC45	41143
COMT	28204
ECHDC1	54898
LRRFIP2	123735
SEC22C	53110
XYLB	80402
HDAC6	23582
OR1I1	1068
GABRP	30329
KRT31	3888
CDC6	16779
UPRT	148529
CDC23	25674
AAAS	14151
CBX5	49181
FMO2	27476
MSH2	80162
MAP3K1	80604
DHPS	6171
HOOK2	12550
ARCN1	30647
EPB41L4B	148991
TMEM38B	82089
PSMD5	26870
PTGS1	25171
NUP188	59398
CRAT	16000
SH2D3C	40350
NANS	26346
TBC1D2	56639
PDE6C	53474
CWF19L1	35341
SEMA4G	13088
BTAF1	107668
BLNK	79879
TLL2	149319
CYP26A1	4410
TDRD1	53314
SORBS1	249599
CRTAC1	165622
BAMBI	5412
IL11	6082
MYO3A	278304
WAC	90334
CREM	85953
NUBP2	6227
TPSD1	2940
HIVEP1	152688
TREM2	4609
KCNK16	8271
CRISP3	17080
FKBP5	154999
SRPK1	88133
BRPF3	36047
MRPS18A	16616
PGC	10687
TMEM14A	15476
EFHC1	76857
NCR2	15282
HSP90AB1	7723
MLN	9331
CDC5L	62720
ITPR3	75241
ZNF184	22377
DSP	45044
SIRT1	33734
HNRNPH3	11504
IFT74	119145
JAK2	143098
IL12RB1	39822
ABL1	173795
ACOT7	129495
SH3GLB1	43615
CDC7	24918
SYDE2	44128
PCSK5	472303
SCD	17594
TMED1	4146
ABLIM1	337193
ERMP1	48546
RAB18	38064
NRP1	157415
PRTFDC1	103993
PALMD	48423
TSPAN15	56203
MAST3	53910
MZF1	11659
OCEL1	2994
MYO9B	137509
KCNK6	12232
CATSPERG	35114
PSMD8	9275
FBXL19	25729
STX1B	21383
HSD3B7	3941
SETD1A	26911
BCL7C	60452
MAGEB2	4527
EFNA2	15559
CIRBP	5479
PCDH11Y	686139
AMELY	8110
IGFALS	3321
HNRNPM	44140
NDUFB7	5989
TECR	36421
TIMM13	1962
CDC34	10328
MTAP	64446
POLR2E	8814
POLRMT	16317
HCN2	27279
CDHR5	8391
RASSF7	3056
GADD45B	2131
PALM	39395
MADCAM1	8858
MKNK2	13774
ARVCF	46928
TRMT2A	5352
RANBP1	11252
ZDHHC8	16204
KLHL22	54277
MED15	80010
SERPIND1	13608
SNAP29	32208
CRKL	36341
LZTR1	16736
MMP11	11468
CECR2	197018
SMARCB1	51044
P2RX6	12861
DERL3	4504
SLC7A4	3844
BCL2L13	92272
DDTL	5670
DDT	8461
OSM	4023
CABIN1	166843
TBC1D10A	34952
SUSD2	7620
SF3A1	24907
GGT5	25489
RNF215	8591
SEC14L2	28285
SEC14L3	12819
PPIL2	34004
UPB1	33059
YPEL1	38259
SNRPD3	19315
PES1	30389
MAPK1	108025
GGT1	45255
PRODH	23773
PPM1F	33423
SLC35E4	33239
TOP3B	25788
CRYBB3	7502
CYTH4	32834
MFNG	17325
CARD10	29023
LRP5L	30160
SLC25A1	3156
PLA2G3	5702
LGALS2	9840
GGA1	25091
HIRA	101036
SH3BP1	16451
SEZ6L	214135
LGALS1	4167
HPS4	40755
PIK3IP1	10942
SRRD	10782
PATZ1	20543
TRIOBP	79509
TFIP11	21267
GCAT	9272
GGTLC2	3278
CRYBB1	18750
ANKRD54	18464
EIF3L	39989
MICALL1	36526
POLR2F	88253
SOX10	12244
CCDC134	25678
DEPDC5	154015
PICK1	18447
TTC28	701852
SLC16A8	5027
CENPM	8444
SLC5A1	69769
SLC5A4	36884
KDELR3	15352
CYP2D6	4312
DDX17	22874
DMC1	51236
TCF20	123915
HSCB	15472
CBY1	17198
TOMM22	3465
XBP1	6013
JOSD1	15861
FBXO7	24019
GTPBP1	27644
POLDIP3	31242
RAB36	20320
TIMP3	62227
SBF1	30036
SUN2	21265
CYB5R3	31553
DNAL4	15636
C22orf31	3248
MIOX	3790
LMF2	4754
RHBDD3	8312
PACSIN2	145411
TTLL1	49876
RASL10A	2765
AP1B1	60904
HMGXB4	38315
TOM1	48720
NEFH	11173
CHKB	4042
BIK	18963
HMOX1	13112
MCAT	11192
THOC5	47879
MCM5	25292
APOBEC3H	6824
ARSA	5399
TSPO	11684
RASD2	13506
TTLL12	20513
CBX7	21909
PDGFB	21624
ACR	7136
CABP7	11831
RPL3	6742
ZMAT5	36056
SYNGR1	35585
TAB1	37353
ASCC2	49664
MTMR3	147700
APOL4	15704
PNPLA5	12336
APOL1	14461
PNPLA3	23778
MYH9	106790
CACNA1I	118983
SAMM50	41088
TXN2	14595
FOXRED2	19851
GRAP2	72638
EIF3D	18312
TNRC6B	290992
SGSM3	39696
IFT27	17909
PVALB	18797
NCF4	17030
CSF2RB	26812
SLC25A17	49770
UPK3A	10926
FAM118A	32996
KCTD17	11655
ST13	32474
IL2RB	49281
RBX1	21932
EP300	87486
L3MBTL2	25960
CHADL	11419
RANGAP1	57591
ZC3H7B	58623
PHF5A	8976
ACO2	59858
POLR3H	18808
TRMU	21627
PMM1	12941
CERK	53843
BRD1	54591
ZBED4	36237
MLC1	26539
HDAC10	6083
KCNK10	146805
ABHD4	14119
KHNYN	12057
FKBP3	18883
SDR39U1	3140
CTSG	2733
GZMH	3206
GZMB	3237
RBM23	25946
PRMT5	8848
COCH	16082
AP4S1	71345
POLE2	44829
SOS2	114449
CDKL1	71034
NIN	111359
PYGL	39267
TRIM9	120444
PSMC6	21391
GNPNAT1	16415
DDHD1	116569
CDKN3	23351
CGRRF1	29387
ATP6V1D	21933
PLEK2	25182
PIGH	10996
PSMA3	27205
VTI1B	27548
TIMM9	19121
GSTZ1	10562
KIAA0586	123898
TMED8	42066
AHSA1	11606
DAAM1	182737
ISM2	24423
SPTLC2	110771
RIN3	175215
LGMN	44819
ALKBH1	35620
SNW1	43558
CHGA	12136
ITPK1	179012
DHRS7	25745
PPM1A	53338
SIX4	14813
ASB2	42405
ERH	18172
HIF1A	52746
SLC10A1	21826
EIF5	10789
SERPINA4	8465
SLC8A3	144854
DICER1	71783
ZFYVE21	17925
MTHFD1	71673
TCL1A	4179
ZC3H14	64560
TELO2	17095
BDKRB1	8554
VRK1	84228
PSMC1	18877
PAPLN	37118
RPS6KA5	212781
C14orf93	24250
PSMB5	9370
YY1	43645
ACIN1	37051
CCNB1IP1	21945
TRIP11	74069
APEX1	2542
PABPN1	5998
EFS	9234
ARHGAP5	82425
CINP	14635
DHRS2	12324
SRP54	46670
CPNE6	7264
CHD8	70925
PCK2	9815
DCAF11	10546
PSMA6	38922
NFKBIA	3245
PSME2	3246
BRMS1L	45626
REC8	8172
TM9SF1	6594
SEC23A	71317
GMPR2	6621
PNN	7967
RABGGTA	6090
NFATC4	12694
PLTP	13745
PCIF1	13338
GSS	27595
MMP9	7654
VSX1	11495
TRPC4AP	90412
PYGB	49928
ABHD12	96093
PROCR	5291
GINS1	40891
NINL	132835
CD40	11545
ZMYND8	147775
SGK2	26601
IFT52	56363
MYBL2	49478
R3HDML	13635
HNF4A	78898
NDRG3	94320
SLA2	33879
NFATC2	175879
RIMS4	58739
PABPC1L	29257
STK4	113510
SALL4	20191
ADNP	42520
PFDN4	11875
DOK5	175577
CSTF1	13718
BMP7	97889
RAE1	27948
TPD52L2	26318
DNAJC5	40886
CTSZ	12070
PRPF6	51969
TUBB1	7226
HRH3	5319
PSMA7	6662
SLCO4A1	29791
NTSR1	53936
TCFL5	20818
DIDO1	60215
SLC17A9	16877
BIRC7	4591
NKAIN4	13680
ARFGAP1	17006
AVP	2169
COL20A1	41666
CHRNA4	18127
EEF1A2	11070
PTK6	9376
GMEB2	39497
C20orf27	14246
SPEF1	3945
CDC25B	19350
ISM1	79378
RNF24	88248
ARFRP1	9371
TRIB3	16931
RASSF2	43586
CSNK2A1	71293
ANGPT4	46435
RSPO4	43860
CDS2	70880
PROKR2	15533
HM13	55158
SNPH	43034
MYLK2	15329
SIRPB1	55712
SEC23B	53934
FERMT1	48700
HAO1	57474
PDYN	15530
PLCB4	411763
MYL9	9929
HCK	49602
TM9SF4	57543
CRNKL1	21686
POFUT1	30779
SAMHD1	61936
KIF3B	57361
NOP56	5762
MANBAL	27606
IDH3B	5822
MAPRE1	30452
JAG1	36316
CDK5RAP1	42731
SNTA1	35807
OXT	898
E2F1	10909
RPRD1B	58619
PXMP4	17553
CHMP4B	43019
BPI	33350
CST9L	3753
SLC32A1	4887
CST3	11250
ASIP	8978
CST4	3386
ACTR5	24061
WFDC2	11780
AHCY	31538
PPP1R16B	117328
SPINT3	3162
FAM83D	26690
DHX35	77378
DNTTIP1	19465
MAP1LC3A	13502
PIGU	116744
TNNC2	4099
ACOT8	15672
CELF4	322759
ZNF516	137562
CDH20	222350
ADNP2	31084
USP14	56073
VAPA	46006
METTL4	33976
LPIN2	94954
SMCHD1	149130
MYOM1	153302
MYL12A	8756
CEP76	30151
ST8SIA5	89233
CEP192	133675
RNMT	37884
SMAD7	30859
LIPG	37129
LAMA1	176056
RNF125	54395
ANKRD12	149205
NOL4	372452
POLI	51788
MIB1	129629
RBBP8	93159
RIOK3	29854
CSTF2	21158
MXRA5	38088
VSIG1	34215
PSMD10	7440
ATG4A	63005
STS	207521
TBL1X	256446
GPR143	40502
PGRMC1	8222
POLA1	303069
MID1	438453
NKAP	23080
RHOXF1	6815
NXT2	8875
GUCY2F	109181
ATP1B4	21149
ALG13	79480
PRPS2	32873
TLR8	16550
MOSPD1	27626
AMMECR1	246048
CHRDL1	121962
WDR13	11378
SUV39H1	13463
PAGE4	5005
SRPX	71590
GLRA2	202515
XIAP	54168
STAG2	142097
ATP11C	206706
MCF2	126452
F9	32723
ABCD1	19899
CCDC22	15052
CACNA1F	28280
SYP	12397
PLP2	3340
BMX	55713
LUZP4	17848
PLS3	89681
NAA10	5813
RENBP	9374
ELF4	46018
SMARCA1	76985
MTMR8	127372
ASB9	26481
ZC3H12B	19153
RBBP7	26022
KCND1	9611
OPN1LW	14791
SLC25A14	33474
FMR1	39209
PIM2	5843
SCML2	115376
SLC35A2	8464
PQBP1	5228
RS1	32421
PCSK1N	4507
EMD	2229
TAZ	10191
RAB40AL	1029
PGK1	25048
GATA1	7721
MAGT1	69689
SMS	54265
PHEX	218985
UBL4A	2899
CD99L2	132481
EEA1	158659
GPR50	4882
RP2	45316
CDK16	11695
USP11	15320
PCYT1B	114801
BRS3	5834
HTATSF1	15268
VGLL1	24585
CD40LG	12233
TIMP1	4354
KLHL4	152246
GABRE	21553
PCDH11X	787770
FGD1	50781
PIN4	82289
PORCN	11817
MAGED2	8271
RBM3	6679
KLF8	383409
SRPX2	31590
SYTL4	57621
ZDHHC15	155076
CENPI	65492
DRP2	44553
TAF7L	24827
GLA	10223
ARMCX3	4712
BEX4	2139
NALCN	362732
FGF14	691640
HTR2A	65535
NDFIP2	74954
TNFSF13B	38856
FNDC3A	233868
MLNR	2040
CDADC1	45561
CAB39L	135415
KLF5	22567
STK24	126953
ACP5	4316
DNAJC3	117850
UGGT2	251822
ARHGEF7	191116
FGF9	33426
SGCG	144245
PARP4	91848
MRPS31	42063
SLC25A15	22850
KPNA3	93363
FLT1	194783
DGKH	202862
KATNAL1	104922
INTS6	91460
DHRS12	36170
TSC22D1	144423
CLN5	13037
OLFM4	23245
MSLN	8129
MGRN1	66151
ZNF629	8750
TRADD	5725
HSF4	6181
CORO1A	5667
MAPK3	9205
GDPD3	8728
ELMO3	4874
MT4	3885
PHKB	240225
LYRM1	25125
NUTF2	25635
NUP93	120158
CENPT	19537
TSNAXIP1	21180
NFAT5	138689
LONP2	118704
N4BP1	71455
CBLN1	3922
ARL2BP	8377
PLLP	28576
ZNF423	370389
CCL22	7407
DHODH	18916
CCL17	11297
CTCF	76652
ACD	2749
POLR2C	9331
PARD6A	1815
ZNF821	24511
MMP15	21148
CYB5B	41646
CCDC113	33901
PRSS54	15051
NME3	1390
NDRG4	49975
PSMD7	9475
SETD6	5055
SLC38A7	19662
VAC14	113720
HAS3	12498
COG4	42988
SMPD3	90182
SLC7A6OS	12913
SLC7A6	37294
PLA2G15	15686
ESRP2	7095
FA2H	61852
WDR59	113762
MON1B	11209
AXIN1	65284
HCFC1R1	1667
NPRL3	53288
MLYCD	27917
MPG	8833
NECAB2	34143
HSDL1	23057
TAF1C	9224
NAGPA	9092
WFDC1	34967
SEC14L5	60828
COTL1	52483
USP10	79923
CRISPLD2	89524
TSC2	41507
ZNF500	18924
NME4	4026
ABCC1	193438
NOMO3	62284
LMF1	127980
FOXF1	4896
MTHFSD	25050
CLCN7	30152
HAGHL	2610
SLC7A5	39485
METRN	4538
FBXO31	65135
STUB1	2392
RHBDL1	2598
NUBP1	25566
UBE2I	17866
ZP2	17059
MEFV	14600
CRYM	44542
EEF2K	82461
GSPT1	48527
ZNF174	8150
CLUAP1	38045
UBFD1	16663
PRSS33	2755
EARS2	36597
GGA2	46953
AQP8	11986
CPPED1	144089
USP31	87864
HMOX2	35645
DNAJA3	30971
BFAR	36286
SALL1	15289
TOX3	111387
RBL2	57178
QPRT	19692
XYLT1	369192
PYCARD	1291
RPGRIP1L	105707
MAZ	5041
STX4	7074
CDIPT	4870
BCKDK	4406
NOMO1	62437
IL21R	49869
SYT17	100501
TMC5	88575
SLC6A2	49549
RNF40	14696
AQP9	47743
AAGAB	54524
IQCH	247019
LACTB	20201
CORO2B	209434
CSK	21118
HERC1	225331
TRIP4	67468
MTFMT	28128
RASL12	14655
AP3B2	50628
ACSBG1	67098
IGDCC4	41464
RAB11A	22499
CTSH	23989
TTC23	114903
CD276	30238
FAH	33951
RPAP1	27082
HOMER2	103738
EHD4	76625
TMEM87A	63133
CEP152	73132
ATP8B4	260996
OCA2	344441
DTWD1	35185
TGM5	34339
FAM189A1	450473
GABPB1	79810
TJP1	269682
BMF	20990
DMXL2	175050
SCG3	39674
DNAJC17	42313
EIF3J	25736
SPG11	100967
RHOV	2021
VPS18	9526
OIP5	23354
SLC30A4	43150
MYEF2	43664
SGK3	149242
PDGFRL	66701
CSPP1	132247
ZDHHC2	68318
BRF2	6594
TRIM35	26387
ZFAND1	19974
RP1	14739
CA2	17591
FZD3	80064
INTS9	122524
RIPK2	33249
EYA1	350662
NBN	51389
TRPA1	54335
DECR1	52282
CALB1	24272
IMPAD1	35937
SFRP1	47512
LAPTM4B	77226
UBE2W	98767
POP1	42543
NIPAL2	104410
IKBKB	61352
PLAT	32848
JPH1	86841
DKK4	3167
STK3	487978
GDAP1	138470
RAB2A	106735
EIF3E	47502
ESRP1	66293
NDRG1	60134
IL7	72752
STMN2	55042
ARMC1	31762
TRPS1	260479
SPAG1	83870
CHRAC1	5833
NCALD	438366
SNX16	42704
GML	12051
UBR5	160428
GSDMD	9676
TSTA3	4932
EEF1D	17954
ANXA13	56600
SQLE	23779
SH2D4A	82649
INTS10	34935
ERI1	97208
SLC39A14	66852
MTMR9	43331
LEPROTL1	42941
DCTN6	27271
R3HCC1	8188
GSR	49939
TNFRSF10A	34651
UBXN8	22842
PPP2CB	27203
ERICH1	116479
NEFM	5333
TUSC3	226563
ARHGEF10	134716
KLHDC4	58175
MCM4	17220
ADAM2	94493
KCTD9	30587
FGL1	31148
ASAH1	28970
BNIP3L	30074
MAN2B1	20270
KCNN4	14441
TULP2	17778
NUCB1	23061
DHDH	11271
GYS1	25180
MAP4K1	30313
CGB2	1366
ECH1	16373
HNRNPL	15978
NFKBIB	9195
LHB	1111
SARS2	15498
KCNA7	5524
SNRNP70	23154
CLPTM1	38763
RELB	36729
LIN7B	4091
FCGRT	13768
PIH1D1	5517
CKM	16463
ARHGEF18	123523
PPP1R13L	26724
PEX11G	12526
ERCC2	19197
DOT1L	68646
PLEKHJ1	6378
SLC17A7	12127
RNASEH2A	7035
KLC3	10770
CD37	5201
SF3A2	11832
AMH	2751
DKKL1	11240
LYL1	3826
OAZ1	4003
TRMT1	11872
STX10	6318
RETN	1407
FCER2	13390
DMPK	12774
CLEC4M	6363
RSPH6A	19596
TBC1D17	11049
IL4I1	39851
TLE6	17616
CCDC130	31538
PTOV1	10040
NOVA2	40132
SGTA	28559
LILRB1	20624
MED25	18702
LILRA1	8750
SNAPC2	2913
C19orf53	4318
TIMM44	16949
IL27RA	21457
ASF1B	17078
TNNT1	16509
VRK3	49082
FAM32A	6637
C19orf44	24959
MED26	53283
OLFM2	82798
RASAL3	12921
AKAP8	26403
EPHX3	6126
ILVBL	10800
ZNF419	8349
SYDE1	7574
CASP14	8814
SLC1A6	22886
AURKC	4526
POP4	10955
CCNE1	12322
PDCD5	6264
ANKRD27	78175
RPS16	2813
TIMM50	12942
LGALS13	4951
FBL	11922
DYRK1B	8887
CLC	6775
CNTD2	4482
GPI	37674
AKT2	55029
PLD3	30066
PRX	19611
PIAS4	31651
NUMBL	24747
EBI3	8006
SHD	11654
TBCB	10474
FSD1	19253
POLR2I	1167
CLIP3	18214
ZFR2	65015
SLC1A5	13712
PRKD2	42812
APLP1	11353
CCDC9	15429
HNRNPUL1	45231
FZR1	32024
BBC3	11844
TGFB1	23600
DENND3	67216
CEACAM4	8099
PLIN3	29327
MYH14	106919
MRPL4	8082
SIGLEC8	7458
CD79A	4091
LIM2	8066
ICAM4	1566
RPS19	12669
NKG7	1035
ICAM5	6827
ETFB	21220
CD33	14936
CEACAM5	21809
CRX	21388
TYK2	30040
SULT2A1	15849
CDC37	12410
NAPA	27427
RABAC1	2639
ATP1A3	27649
MEIS3	19116
PTPRS	135305
CNFN	3279
ZNRF4	1440
MEGF8	53131
KDELR1	8977
CYTH2	13107
GRWD1	11040
GRIN2D	50057
SYNGR4	12011
CLEC11A	2345
CCDC114	25510
CARD8	52799
LIG1	55159
SIGLEC6	13852
ZNF175	21228
PLA2G4C	63010
SIGLEC5	18972
CABP5	14697
HAS1	10880
RAB3D	17590
DBP	7350
TMEM205	3530
CAPS	1958
FAM83E	12838
RASIP1	20026
THEG	14280
FGF21	2807
BCAT2	15966
MIER2	39267
PLEKHA4	31521
PPP2R1A	39467
TNPO2	24732
CACNG7	30979
GCDH	8840
LILRB5	7858
KLF1	2780
DNASE2	6241
MAST1	36438
LENG1	4561
PRPF31	16011
TFPT	8736
JAK3	23251
RPL18A	3410
SLC5A5	23230
KCNN1	47820
ARRDC2	12979
PIK3R2	17370
RAB3A	7259
PDE4C	40240
ISYNA1	3746
ELL	79408
CRTC1	98654
COMP	8532
UPK1A	11970
COPE	19874
DDX49	8916
ETV2	3127
ATP4A	13628
ARMC6	24574
TMEM147	1901
GAPDHS	11864
MAG	21722
TMEM59L	8170
HAMP	2616
USF2	10860
LSR	19309
FKBP8	11811
HPN	26068
ZNF14	22641
SCN1B	9980
PBX4	56975
ERF	7560
GSK3A	12413
ATP13A1	18479
ZNF574	13091
GRIK5	67490
SIPA1L3	301162
ZNF85	27447
ETHE1	20483
CADM4	17483
AVL9	93238
RUNDC3B	203898
GTPBP10	44738
RASA4	37113
CDK6	231707
PMPCB	17252
DNAJC2	32585
TFPI2	5358
BET1	11111
NAMPT	36686
TWISTNB	13577
PIK3CG	43699
PON3	36504
PON2	30211
ITGB8	84855
HBP1	33569
DUS4L	14567
SP4	86740
WDR91	27688
CBLL1	17971
DLX5	4436
PTN	116392
MPP6	120742
ATP6V0A4	91903
ZC3HAV1	66206
TTC26	58243
OGDH	102440
NPVF	3917
ADAP1	57507
TFEC	95612
CAV2	8804
CAV1	36177
MET	126182
RNF32	36472
LMBR1	215393
WNT2	47608
HOXA1	3014
DNAJB6	80436
HOXA2	2330
HOXA3	20831
LFNG	15901
HOXA5	2630
HOXA6	2379
IQCE	55763
ANKRD7	18029
VIPR2	116784
TSPAN12	70825
SSBP1	12168
HOXA13	5728
EVX1	5029
HIBADH	137442
TAX1BP1	90395
CPVL	200632
CHN2	367789
GRB10	203386
ABHD11	2774
COBL	300650
FKBP14	16116
PLEKHA8	102072
STX1A	20460
NOD1	54340
CRHR2	48161
EPHB6	16072
GHRHR	15576
CASP2	19346
CHCHD2	5069
CCL24	12548
HSPB1	1620
NPTX2	12585
PDAP1	13925
BUD31	10648
PTCD1	22060
CYP3A5	31803
ZKSCAN1	29823
EIF3B	26660
SNX8	62672
NUDT1	8924
PTPRZ1	188876
TAF6	12789
WASL	67061
HYAL4	32313
SPAM1	46174
AIMP2	14590
TFR2	21133
FSCN3	8409
MOSPD3	3216
PAX4	7851
PCOLCE	5813
FBXO24	14790
RBM28	46225
USP42	56616
IMPDH1	17706
AGFG2	29018
LSM5	9946
SERPINE1	12144
AP1S1	6801
MOGAT3	6030
C1GALT1	66073
PLOD3	11598
RPA3	82090
ZNHIT1	6026
CLDN15	6729
NOBOX	12988
GLCCI1	120284
MYL10	15967
PHF14	195747
NRF1	145356
TMEM106B	32074
EZH2	76909
ZNF862	29105
SFRP4	10886
MEST	20123
MEOX2	75472
ANKMY2	45976
ACTR3C	442186
POU6F2	490692
TSPAN13	30782
RARRES2	3301
AGR2	13189
AHR	47496
CHCHD3	297296
GIMAP2	7936
TMEM176B	10074
GLI3	276262
PSMA2	15314
MRPL32	5482
BLVRA	48670
URGCP	50518
RHEB	53884
PRKAG2	320988
AEBP1	10216
POLD2	8891
MYL7	2469
GCK	46227
BCL7B	21335
YKT6	13317
TBL2	11043
GALNTL5	63484
CLIP2	116529
EIF4H	22741
LIMK1	38722
SLC1A1	97002
LHX2	21534
FKTN	82989
FSD1L	104400
CNTNAP3	215537
SPIN1	90251
PRUNE2	294739
MEGF9	113660
TRIM14	34870
CORO2A	71663
TGFBR1	49080
SEC61B	8334
C5	122531
OGN	21429
ASPN	26302
ECM2	42546
TLE4	155110
LHX6	26376
PTGR1	50134
SUSD1	134515
AMBP	18174
AKNA	58279
TNFSF8	37253
DNM1	51866
ENG	39762
AK1	13142
CDC37L1	28831
RLN2	4853
RLN1	4947
TBC1D13	23226
KDM4C	418260
DOCK8	250395
KANK1	275816
ELAVL2	160498
NCS1	64900
TESK1	4772
KCNT1	93318
CA9	7232
FUBP3	58776
TYRP1	16901
CREB3	4334
RGP1	9299
MPDZ	174010
LHX3	8879
DDX58	70895
EDF1	4190
PIP5K1B	303937
GLIS3	475942
RAPGEF1	163175
NPDC1	6715
APBA1	244840
SETX	93631
SH3GL2	218059
PTGDS	4239
ABCA2	21689
SHB	153330
UBE2R2	103240
EXOSC3	5379
ZFAND5	13796
DVL1	14141
PDLIM1	53432
CCNJ	17288
DNTT	34131
GATA3	20511
ATRNL1	855387
HPS1	30766
PHYH	22335
RASSF4	36090
DNMBP	134371
RAB11FIP2	42026
CXCL12	14933
ERLIN1	35936
EIF3A	47148
PKD2L1	42080
CUBN	305846
TRDMT1	64337
DDX50	45533
MAPK8	132722
SEC23IP	51928
ATE1	188381
NSMCE4A	18127
PLEKHA1	67893
UNC5B	90295
CDH23	419028
SPOCK2	29999
PPP3CB	59597
BMPR1A	168550
MINPP1	48996
ACTA2	56324
LIPA	38471
TLX1	6490
LZTS2	10763
SFXN3	10003
KAZALD1	6143
FBXW4	84632
FGF8	10240
NPM3	2089
TNKS2	67050
PITX3	11324
GBF1	137365
ARHGAP21	140274
CPEB3	244387
FBXL15	3323
CUEDC2	9326
SUFU	129496
ANKRD26	96383
ACBD5	58042
